LLAVE,MUNICIPIO,CLAVECCT,NOMBRE,TURNO,PERIODO,TIPO,NIVEL,SUBNIVEL,NIV,SEREDU,SOSADMI,SEXO,TOTAL_DIS,CEGUERA,BAJA VISIÓN,SORDERA,HIPOACUSIA,SORDOCEGUERA,DISCAPACIDAD MOTRIZ,DISCAPACIDAD INTELECTUAL,DISCAPACIDAD PSICOSOCIAL,TRANSTORNO DEL ESPECTRO AUTISTA,DISCAPACIDAD MÚLTIPLE,TRANSTORNO POR DÉFICIT DE ATENCIÓN E HIPERACTIVIDAD,APTITUDES SOBRESALIENTES,OTRAS CONDICIONES,USAER CORRESPONDE
13DPR0842S1,ZACUALTIPAN DE ANGELES,13DPR0842S,GRAL. FELIPE ANGELES,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,6,0,0,0,0,0,1,0,0,2,0,3,0,0,No Asignada
13DPR0843R1,ZACUALTIPAN DE ANGELES,13DPR0843R,EMILIANO ZAPATA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,3,0,0,1,0,0,0,1,0,1,0,0,0,0,No Asignada
13DPR0850A1,ZACUALTIPAN DE ANGELES,13DPR0850A,JUSTO SIERRA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Asignada
13DPR0853Y1,ZACUALTIPAN DE ANGELES,13DPR0853Y,MIGUEL HIDALGO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DPR0854X1,ZACUALTIPAN DE ANGELES,13DPR0854X,AMADO NERVO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,3,0,0,0,0,0,0,1,0,0,0,2,0,0,No Asignada
13DPR0855W1,ZACUALTIPAN DE ANGELES,13DPR0855W,GUADALUPE VICTORIA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,2,0,0,0,0,0,1,0,0,0,0,1,0,0,No Asignada
13DPR0858T1,TLANCHINOL,13DPR0858T,JOSE MARIA MORELOS Y PAVON,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DPR0859S1,TLANCHINOL,13DPR0859S,FRANCISCO I. MADERO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPR0860H1,CUAUTEPEC DE HINOJOSA,13DPR0860H,SOR JUANA INES DE LA CRUZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13DPR0863E1,PACHUCA DE SOTO,13DPR0863E,FUENTES Y BRAVO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,22,0,1,0,0,0,1,0,0,2,2,2,3,11,USAER 1
13DPR0868Z1,ZAPOTLAN DE JUAREZ,13DPR0868Z,FRANCISCO NOBLE,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,16,0,0,0,1,0,0,7,0,3,4,0,1,0,USAER 40
13DPR0871N1,ZEMPOALA,13DPR0871N,JOSE MARIA MORELOS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,5,0,0,0,0,0,0,2,0,0,0,0,0,3,USAER 10
13DPR0872M1,ZEMPOALA,13DPR0872M,IGNACIO ALLENDE,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Asignada
13DPR0874K1,ZEMPOALA,13DPR0874K,EMILIANO ZAPATA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No Asignada
13DPR0876I1,ZEMPOALA,13DPR0876I,MATIAS RODRIGUEZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,22,0,0,0,0,0,0,0,0,1,0,1,13,7,USAER 10
13DPR0880V1,ZEMPOALA,13DPR0880V,PROGRESO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13DPR0883S1,ZEMPOALA,13DPR0883S,LAZARO CARDENAS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,2,0,0,0,0,0,0,0,0,0,1,0,0,1,No Asignada
13DPR0888N1,ZIMAPAN,13DPR0888N,NARCISO MENDOZA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,4,0,0,0,0,0,0,1,0,1,0,0,0,2,USAER 57
13DPR0890B1,ZIMAPAN,13DPR0890B,LIC. ALFONSO CRAVIOTO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,8,0,0,0,0,0,1,0,0,1,3,2,1,0,USAER 33
13DPR0895X1,ZIMAPAN,13DPR0895X,CLUB DE LEONES,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,8,0,0,0,0,0,0,2,0,1,0,0,1,4,USAER 33
13DPR0899T1,ZIMAPAN,13DPR0899T,ADOLFO ESPINOSA ANGELES,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,5,0,0,0,0,0,0,0,0,0,0,0,0,5,USAER 57
13DPR0902Q1,ZIMAPAN,13DPR0902Q,18 DE MARZO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Asignada
13DPR0905N1,ZIMAPAN,13DPR0905N,CELERINO TORRES,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,5,0,1,0,0,0,0,0,0,0,0,1,0,3,USAER 33
13DPR0919Q1,AGUA BLANCA DE ITURBIDE,13DPR0919Q,BENITO JUAREZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,0,0,1,0,0,No Asignada
13DPR0920F1,SANTIAGO TULANTEPEC DE LUGO GUERRERO,13DPR0920F,JUAN ESCUTIA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,16,1,0,0,0,0,0,1,0,0,0,3,0,11,No Asignada
13DPR0938E1,APAN,13DPR0938E,EMILIANO ZAPATA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,3,0,0,0,0,0,0,0,0,1,0,2,0,0,No Asignada
13DPR0949K1,HUEJUTLA DE REYES,13DPR0949K,GRAL. FELIPE ANGELES,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,8,0,0,0,0,0,0,4,0,0,1,1,2,0,USAER 8
13DPR0960G1,PROGRESO DE OBREGON,13DPR0960G,MARGARITA MAZA DE JUAREZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,5,0,0,0,0,0,1,4,0,0,0,0,0,0,USAER 32
13DPR0961F1,MINERAL DEL MONTE,13DPR0961F,REDENCION,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13DPR0971M1,VILLA DE TEZONTEPEC,13DPR0971M,MIGUEL HIDALGO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,2,1,0,1,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPR0972L1,ZIMAPAN,13DPR0972L,VALENTIN GOMEZ FARIAS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,8,0,0,0,0,0,0,1,0,0,0,3,0,4,USAER 57
13DPR0973K1,FRANCISCO I. MADERO,13DPR0973K,20 DE NOVIEMBRE,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,2,0,0,0,0,0,0,1,0,1,0,0,0,0,USAER 9
13DPR0987N1,TECOZAUTLA,13DPR0987N,CUAUHTEMOC,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,0,1,0,0,0,No Asignada
13DPR0993Y1,TLANCHINOL,13DPR0993Y,BENITO JUAREZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13DPR1001G1,EL ARENAL,13DPR1001G,ESCUELA DEL PUEBLO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,6,1,0,0,0,0,0,5,0,0,0,0,0,0,USAER 49
13DPR1006B1,TIZAYUCA,13DPR1006B,FRIDA KAHLO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,7,0,0,0,1,0,0,2,0,0,0,0,3,1,USAER 53
13DPR1010O2,MINERAL DE LA REFORMA,13DPR1010O,MANUEL FERNANDO SOTO PASTRANA,2,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,2,0,0,0,0,0,0,0,0,2,0,0,0,0,No Asignada
13DPR1012M1,MOLANGO DE ESCAMILLA,13DPR1012M,HEROE DE NACOZARI,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,3,0,2,0,0,0,0,0,0,0,0,0,0,1,No Asignada
13DPR1014K1,SAN AGUSTIN TLAXIACA,13DPR1014K,EMILIANO ZAPATA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,8,0,0,0,0,0,1,2,0,1,0,1,0,3,USAER 29
13DPR1018G1,TULA DE ALLENDE,13DPR1018G,HEROES DE CHAPULTEPEC,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,15,0,0,0,1,0,0,1,0,1,0,0,0,12,USAER 27
13DPR1019F1,TULANCINGO DE BRAVO,13DPR1019F,PEDRO DE GANTE,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,13,0,0,0,0,0,1,1,0,2,0,1,4,4,USAER 4
13DPR1026P1,APAN,13DPR1026P,MANUEL SABINO CRESPO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,13,1,0,0,0,0,0,5,0,0,0,2,5,0,USAER 34
13DPR1034Y1,TULA DE ALLENDE,13DPR1034Y,TOLTECAYOTL,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,2,0,0,0,0,0,0,2,0,0,0,0,0,0,No Asignada
13DPR1037V1,SAN AGUSTIN TLAXIACA,13DPR1037V,MARIA ISABEL ORDAZ CAMACHO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,0,0,1,0,0,No Asignada
13DPR1038U2,TLAXCOAPAN,13DPR1038U,INOCENCIO VERGARA MONTIEL,2,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,4,0,0,0,0,0,0,0,0,0,0,0,0,4,USAER 17
13DPR1039T1,HUEJUTLA DE REYES,13DPR1039T,JOSE MA. MORELOS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPR1041H1,HUICHAPAN,13DPR1041H,JOSEFA ORTIZ DE DOMINGUEZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,2,0,0,0,0,0,0,1,0,1,0,0,0,0,No Asignada
13DPR1042G1,HUICHAPAN,13DPR1042G,FELIPE PESCADOR,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,3,0,0,0,0,0,0,0,0,2,0,0,0,1,No Asignada
13DPR1043F1,TULANCINGO DE BRAVO,13DPR1043F,PEDRO LASCOURAIN PAREDES,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,5,0,0,0,0,0,0,0,0,0,0,2,0,3,USAER 4
13DPR1044E1,HUICHAPAN,13DPR1044E,GRAL. JULIAN VILLAGRAN,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,2,0,0,0,0,0,0,2,0,0,0,0,0,0,No Asignada
13DPR1047B1,JACALA DE LEDEZMA,13DPR1047B,EL PENSADOR MEXICANO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,7,0,0,0,0,0,1,2,0,2,1,0,1,0,No Asignada
13DPR1049Z1,TIZAYUCA,13DPR1049Z,FRANCISCO I. MADERO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,2,0,0,0,0,0,0,0,0,0,0,2,0,0,No Asignada
13DPR1050P1,PACHUCA DE SOTO,13DPR1050P,JOSEFA ORTIZ DE DOMINGUEZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13DPR1059G1,PROGRESO DE OBREGON,13DPR1059G,JUSTO SIERRA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,11,0,1,1,0,0,0,5,0,0,0,1,2,1,USAER 32
13DPR1060W1,MIXQUIAHUALA DE JUAREZ,13DPR1060W,16 DE ENERO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,3,0,0,0,0,0,0,0,0,1,0,2,0,0,No Asignada
13DPR1061V1,MIXQUIAHUALA DE JUAREZ,13DPR1061V,GRAL. PEDRO MARIA ANAYA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,4,0,0,0,0,0,0,1,0,2,0,0,0,1,No Asignada
13DPR1062U1,MIXQUIAHUALA DE JUAREZ,13DPR1062U,CUAUHTEMOC,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,2,0,0,0,0,0,0,0,0,0,0,1,0,1,USAER 42
13DPR1063T2,MINERAL DE LA REFORMA,13DPR1063T,PROFRA. MA. LUISA CERECEDO PEDRAZA,2,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,11,0,0,1,1,0,1,0,0,0,0,0,3,5,USAER 13
13DPR1064S1,PROGRESO DE OBREGON,13DPR1064S,GRAL. ALVARO OBREGON,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,4,0,0,0,0,0,0,1,0,2,0,1,0,0,USAER 32
13DPR1067P1,CHILCUAUTLA,13DPR1067P,FRANCISCO I. MADERO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Asignada
13DPR1070C1,TASQUILLO,13DPR1070C,CUAUHTEMOC,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPR1071B1,TEPEHUACAN DE GUERRERO,13DPR1071B,HEROES DE CHAPULTEPEC,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,1,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPR1073Z2,MINERAL DE LA REFORMA,13DPR1073Z,OCTAVIO PAZ,2,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,24,0,1,0,0,0,0,3,0,1,0,2,13,4,USAER 3
13DPR1074Z1,TULA DE ALLENDE,13DPR1074Z,BENITO JUAREZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,6,0,0,0,0,0,1,3,0,0,0,1,1,0,No Asignada
13DPR1075Y1,TULA DE ALLENDE,13DPR1075Y,FRANCISCO NOBLE,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,12,0,5,0,0,0,0,0,0,0,1,1,0,5,No Asignada
13DPR1077W1,TULANCINGO DE BRAVO,13DPR1077W,BENITO JUAREZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPR1078V1,TULANCINGO DE BRAVO,13DPR1078V,CLUB DE LEONES NUM. 1,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,13,0,0,0,0,0,0,0,0,1,0,1,0,11,No Asignada
13DPR1084F1,TLAHUELILPAN,13DPR1084F,JOSEFA ORTIZ DE DOMINGUEZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,3,0,0,0,0,0,0,1,0,1,0,1,0,0,USAER 51
13DPR1086D1,TIANGUISTENGO,13DPR1086D,FRANCISCO I. MADERO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,0,1,0,0,0,No Asignada
13DPR1096K1,TIANGUISTENGO,13DPR1096K,SIMBOLO PROGRESISTA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,13,0,0,0,0,0,0,0,0,0,0,0,9,4,USAER 35
13DPR1097J1,ZACUALTIPAN DE ANGELES,13DPR1097J,NIĂ‘OS HEROES,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,11,0,8,0,0,0,0,1,0,0,0,1,0,1,No Asignada
13DPR1098I1,CUAUTEPEC DE HINOJOSA,13DPR1098I,PEDRO DE GANTE,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,1,0,0,0,0,0,0,0,No Asignada
13DPR1099H1,TIZAYUCA,13DPR1099H,LAZARO CARDENAS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,5,0,0,0,0,0,2,1,0,1,0,0,0,1,No Asignada
13DPR1100G1,ZIMAPAN,13DPR1100G,JUSTO SIERRA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,2,0,0,0,0,0,0,2,0,0,0,0,0,0,No Asignada
13DPR1101F1,ZIMAPAN,13DPR1101F,BENITO JUAREZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,16,0,0,0,0,0,0,4,0,0,0,0,3,9,USAER 57
13DPR1102E1,ZIMAPAN,13DPR1102E,RAFAEL RAMIREZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,1,0,0,0,0,0,0,USAER 33
13DPR1104C1,ZIMAPAN,13DPR1104C,BENITO JUAREZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,6,0,0,0,1,0,0,0,0,0,0,0,0,5,USAER 33
13DPR1105B1,ZIMAPAN,13DPR1105B,MIGUEL HIDALGO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,3,0,0,0,0,0,0,0,0,0,0,1,0,2,USAER 57
13DPR1106A1,ZIMAPAN,13DPR1106A,LAZARO CARDENAS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,10,0,0,0,0,0,0,0,0,0,1,1,0,8,USAER 57
13DPR1107Z1,ZIMAPAN,13DPR1107Z,MORELOS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,19,0,0,0,0,0,0,2,0,1,2,1,3,10,USAER 57
13DPR1120U1,ACAXOCHITLAN,13DPR1120U,LIC. BENITO JUAREZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,5,0,0,0,1,0,1,0,0,0,0,0,2,1,No Asignada
13DPR1133Y1,CUAUTEPEC DE HINOJOSA,13DPR1133Y,PROFR. ELISEO BANDALA FERNANDEZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,11,0,0,1,0,0,0,0,0,1,0,2,4,3,USAER 4
13DPR1135W1,ACAXOCHITLAN,13DPR1135W,JULIAN VILLAGRAN,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,5,0,1,0,0,0,1,0,0,0,0,0,0,3,No Asignada
13DPR1136V1,ACAXOCHITLAN,13DPR1136V,ING ALFONSO M BRAVO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,2,0,0,0,0,0,0,0,2,0,0,0,0,0,No Asignada
13DPR1138T1,LA MISION,13DPR1138T,PONCIANO ARRIAGA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,0,0,0,1,0,USAER 26
13DPR1140H1,CHAPULHUACAN,13DPR1140H,GRAL. FRANCISCO VILLA,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,1,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPR1141G1,CHAPULHUACAN,13DPR1141G,MANUEL AVILA CAMACHO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No Asignada
13DPR1142F1,PISAFLORES,13DPR1142F,LAZARO CARDENAS,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,3,0,0,0,0,0,0,1,0,0,1,0,0,1,USAER 60
13DPR1145C2,TEPEAPULCO,13DPR1145C,ADOLFO LOPEZ MATEOS,2,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,11,0,0,0,0,0,0,1,1,1,0,0,4,4,USAER 15
13DPR1148Z1,TEPEAPULCO,13DPR1148Z,JULIAN CARRILLO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,9,0,0,0,0,0,0,0,0,1,0,0,5,3,USAER 10
13DPR1159F1,HUASCA DE OCAMPO,13DPR1159F,JOSE MARIA PINO SUAREZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,1,0,0,0,0,No Asignada
13DPR1169M1,JACALA DE LEDEZMA,13DPR1169M,IGNACIO RAMIREZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,3,0,0,0,0,0,0,0,0,1,1,0,0,1,No Asignada
13DPR1173Z1,EPAZOYUCAN,13DPR1173Z,PROFR PAZ LOZANO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,2,0,0,0,0,0,0,0,0,0,0,0,0,2,No Asignada
13DPR1186C1,TEPEJI DEL RIO DE OCAMPO,13DPR1186C,CRISTOBAL COLON,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,1,0,0,0,0,0,0,0,0,0,0,1,0,0,No Asignada
13DPR1189Z1,TEPEJI DEL RIO DE OCAMPO,13DPR1189Z,MARIA ANGELES,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,7,0,0,0,0,0,0,2,0,1,1,2,1,0,No Asignada
13DPR1191O1,SAN AGUSTIN METZQUITITLAN,13DPR1191O,MELCHOR OCAMPO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,3,0,3,0,0,0,0,0,0,0,0,0,0,0,No Asignada
13DPR1197I1,TECOZAUTLA,13DPR1197I,LIC. BENITO JUAREZ,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,12,0,0,0,0,0,1,1,0,1,0,0,4,5,USAER 56
13DPR1219D2,PACHUCA DE SOTO,13DPR1219D,QUETZALCOATL,2,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,11,0,0,0,0,0,0,1,0,0,0,1,4,5,USAER 44
13DPR1241F1,SAN SALVADOR,13DPR1241F,MIGUEL HIDALGO,1,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,9,0,0,0,0,0,1,0,0,3,4,1,0,0,No Asignada
13DPR1242E2,APAN,13DPR1242E,LIC. BENITO JUAREZ,2,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,8,0,0,0,0,0,0,0,0,0,0,2,4,2,USAER 15
13DPR1252L2,ALMOLOYA,13DPR1252L,GRAL. FRANCISCO VILLA,2,I2023,EDUCACION BASICA,PRIMARIA,PRIMARIA GENERAL,3,General,Federal Transferido,HOMBRES,8,0,0,0,0,0,0,1,0,1,1,0,5,0,USAER 15
